time,distance
"5/8/2026, 10:00:27 PM",NaN

time,distance
"5/8/2026, 10:00:27 PM",NaN

time,distance
"5/8/2026, 10:00:28 PM",NaN

time,distance
"5/8/2026, 10:00:28 PM",NaN

time,distance
"5/8/2026, 10:00:28 PM",NaN

time,distance
"5/8/2026, 10:00:28 PM",NaN

time,distance
"5/8/2026, 10:00:28 PM",NaN

time,distance
"5/8/2026, 10:00:28 PM",NaN

time,distance
"5/8/2026, 10:00:29 PM",NaN

time,distance
"5/8/2026, 10:00:29 PM",NaN

time,distance
"5/8/2026, 10:00:29 PM",NaN

time,distance
"5/8/2026, 10:00:29 PM",NaN

time,distance
"5/8/2026, 10:00:29 PM",NaN

time,distance
"5/8/2026, 10:00:29 PM",NaN

time,distance
"5/8/2026, 10:00:30 PM",NaN

time,distance
"5/8/2026, 10:00:30 PM",NaN

time,distance
"5/8/2026, 10:00:30 PM",NaN

time,distance
